Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Daily Percent Change
94,19-05-2023,CUST094,Female,47,Beauty,2,500,1000,1900
95,24-11-2023,CUST095,Female,32,Clothing,2,30,60,-60
96,19-12-2023,CUST096,Female,44,Clothing,2,300,600,100
97,13-10-2023,CUST097,Female,51,Beauty,2,500,1000,900
98,23-04-2023,CUST098,Female,55,Beauty,2,50,100,-83.33333333
99,17-12-2023,CUST099,Female,50,Electronics,4,300,1200,300
100,16-06-2023,CUST100,Male,41,Electronics,1,30,30,-85
101,29-01-2023,CUST101,Male,32,Clothing,2,300,600,566.6666667
102,28-04-2023,CUST102,Female,47,Beauty,2,25,50,-95.83333333
103,17-01-2023,CUST103,Female,59,Clothing,1,25,25,-97.5
104,11-06-2023,CUST104,Female,34,Beauty,2,500,1000,900
105,25-07-2023,CUST105,Female,22,Electronics,1,500,500,0
106,18-05-2023,CUST106,Female,46,Clothing,1,50,50,-90
107,03-02-2023,CUST107,Female,21,Clothing,4,300,1200,3900
108,19-04-2023,CUST108,Female,27,Beauty,3,25,75,50
109,18-10-2023,CUST109,Female,34,Electronics,4,500,2000,7900
110,11-06-2023,CUST110,Male,27,Clothing,3,300,900,200
111,19-04-2023,CUST111,Female,34,Electronics,3,500,1500,66.66666667
112,02-12-2023,CUST112,Male,37,Clothing,3,500,1500,2900
113,13-09-2023,CUST113,Female,41,Electronics,2,25,50,-75
114,22-07-2023,CUST114,Female,22,Beauty,4,25,100,-90
115,26-11-2023,CUST115,Male,51,Clothing,3,500,1500,1400
116,23-08-2023,CUST116,Female,23,Clothing,1,30,30,-94
117,15-03-2023,CUST117,Male,19,Electronics,2,500,1000,900
118,16-05-2023,CUST118,Female,30,Electronics,4,500,2000,3900
119,13-03-2023,CUST119,Female,60,Clothing,3,50,150,500
120,07-05-2023,CUST120,Male,60,Beauty,1,50,50,66.66666667
121,15-10-2023,CUST121,Female,28,Electronics,4,50,200,300
122,03-10-2023,CUST122,Male,64,Electronics,4,30,120,-86.66666667
123,15-05-2023,CUST123,Female,40,Electronics,2,30,60,-88
124,27-10-2023,CUST124,Male,33,Clothing,4,500,2000,1233.333333
125,08-08-2023,CUST125,Male,48,Clothing,2,50,100,66.66666667
126,26-10-2023,CUST126,Female,28,Clothing,3,30,90,-95.5
127,24-07-2023,CUST127,Female,33,Clothing,2,25,50,-95
128,05-07-2023,CUST128,Male,25,Beauty,1,500,500,1566.666667
129,23-04-2023,CUST129,Female,21,Beauty,2,300,600,700
130,12-03-2023,CUST130,Female,57,Clothing,1,500,500,0
131,18-09-2023,CUST131,Female,21,Beauty,2,300,600,100
132,10-09-2023,CUST132,Male,42,Electronics,4,50,200,300
133,16-02-2023,CUST133,Male,20,Electronics,3,300,900,200
134,25-01-2023,CUST134,Male,49,Electronics,1,50,50,-66.66666667
135,26-02-2023,CUST135,Male,20,Clothing,2,25,50,-50
136,20-03-2023,CUST136,Male,44,Electronics,2,300,600,-50
137,18-11-2023,CUST137,Male,46,Beauty,2,500,1000,3233.333333
138,23-03-2023,CUST138,Male,49,Clothing,4,50,200,122.2222222
139,15-12-2023,CUST139,Male,36,Beauty,4,500,2000,233.3333333
140,05-08-2023,CUST140,Male,38,Electronics,1,30,30,-94
141,02-11-2023,CUST141,Female,22,Electronics,1,50,50,-50
142,02-02-2023,CUST142,Male,35,Electronics,4,300,1200,-40
143,17-07-2023,CUST143,Female,45,Clothing,1,50,50,-50
144,15-07-2023,CUST144,Female,59,Beauty,3,500,1500,0
145,02-11-2023,CUST145,Female,39,Clothing,3,25,75,50
146,28-08-2023,CUST146,Male,38,Clothing,4,50,200,122.2222222
147,28-09-2023,CUST147,Male,23,Electronics,1,300,300,200
148,09-05-2023,CUST148,Male,18,Clothing,2,30,60,-40
149,11-10-2023,CUST149,Male,22,Clothing,3,25,75,0
150,06-01-2023,CUST150,Female,58,Electronics,4,30,120,-88
151,15-12-2023,CUST151,Male,29,Clothing,1,50,50,-97.5
152,28-02-2023,CUST152,Male,43,Electronics,4,500,2000,100
153,16-12-2023,CUST153,Male,63,Electronics,2,500,1000,900
154,02-10-2023,CUST154,Male,51,Electronics,3,300,900,800
155,17-05-2023,CUST155,Male,31,Electronics,4,500,2000,900
156,25-11-2023,CUST156,Female,43,Clothing,4,25,100,-88.88888889
157,24-06-2023,CUST157,Male,62,Electronics,4,500,2000,122.2222222
158,27-02-2023,CUST158,Female,44,Electronics,2,300,600,2300
159,31-05-2023,CUST159,Male,26,Clothing,4,50,200,122.2222222
160,11-08-2023,CUST160,Female,43,Clothing,2,50,100,-50
161,22-03-2023,CUST161,Male,64,Beauty,2,500,1000,566.6666667
162,21-08-2023,CUST162,Male,39,Clothing,2,30,60,-94
163,02-01-2023,CUST163,Female,64,Clothing,3,50,150,500
164,15-05-2023,CUST164,Female,47,Beauty,3,500,1500,1150
165,14-09-2023,CUST165,Female,60,Clothing,4,300,1200,2300
166,02-04-2023,CUST166,Male,34,Clothing,4,500,2000,1233.333333
167,17-09-2023,CUST167,Female,43,Clothing,3,50,150,200
168,24-02-2023,CUST168,Male,53,Clothing,1,300,300,-75
169,17-11-2023,CUST169,Male,18,Beauty,3,500,1500,66.66666667
170,02-06-2023,CUST170,Female,25,Clothing,2,25,50,0
171,24-11-2023,CUST171,Female,52,Clothing,3,300,900,1400
172,17-09-2023,CUST172,Male,32,Beauty,2,25,50,-97.5
173,08-11-2023,CUST173,Male,64,Electronics,4,30,120,380
174,12-04-2023,CUST174,Female,39,Beauty,1,300,300,150
175,20-03-2023,CUST175,Female,31,Electronics,4,25,100,-33.33333333
176,11-07-2023,CUST176,Female,43,Beauty,2,50,100,33.33333333
177,24-03-2023,CUST177,Male,45,Beauty,2,50,100,-33.33333333
178,04-10-2023,CUST178,Male,40,Clothing,2,30,60,-97
179,29-09-2023,CUST179,Male,31,Electronics,1,300,300,200
180,01-01-2023,CUST180,Male,41,Clothing,3,300,900,-40
181,03-11-2023,CUST181,Male,19,Electronics,4,300,1200,-20
182,15-06-2023,CUST182,Male,62,Beauty,4,30,120,-86.66666667
183,08-09-2023,CUST183,Female,43,Beauty,3,300,900,350
184,10-01-2023,CUST184,Male,31,Electronics,4,50,200,566.6666667
185,27-02-2023,CUST185,Male,24,Clothing,1,25,25,-50
186,05-07-2023,CUST186,Male,20,Clothing,4,50,200,300
187,07-06-2023,CUST187,Female,64,Clothing,2,50,100,100
188,03-05-2023,CUST188,Male,40,Clothing,3,25,75,-16.66666667
189,30-01-2023,CUST189,Male,63,Beauty,1,50,50,-44.44444444
190,04-05-2023,CUST190,Female,60,Beauty,3,30,90,200
191,18-10-2023,CUST191,Male,64,Beauty,1,25,25,-75
192,10-02-2023,CUST192,Male,62,Beauty,2,50,100,-66.66666667
193,13-02-2023,CUST193,Male,35,Beauty,3,500,1500,-25
194,06-09-2023,CUST194,Male,55,Clothing,4,50,200,166.6666667
195,05-02-2023,CUST195,Male,52,Clothing,1,30,30,0
196,30-09-2023,CUST196,Female,32,Clothing,3,300,900,-55
197,06-03-2023,CUST197,Female,42,Clothing,4,50,200,33.33333333
198,07-03-2023,CUST198,Female,54,Beauty,3,300,900,1100
199,04-12-2023,CUST199,Male,45,Beauty,3,500,1500,4900
200,01-09-2023,CUST200,Male,27,Beauty,3,50,150,-75
201,09-10-2023,CUST201,Male,56,Electronics,1,25,25,-79.16666667
202,26-03-2023,CUST202,Female,34,Clothing,4,300,1200,1100
203,16-05-2023,CUST203,Male,56,Clothing,2,500,1000,-50
204,28-09-2023,CUST204,Male,39,Beauty,1,25,25,-91.66666667
205,07-11-2023,CUST205,Female,43,Clothing,1,25,25,-50
206,05-08-2023,CUST206,Male,61,Clothing,1,25,25,-75
207,19-04-2023,CUST207,Female,42,Beauty,2,25,50,-96.66666667
208,04-10-2023,CUST208,Female,34,Electronics,4,50,200,-66.66666667
209,20-12-2023,CUST209,Female,30,Electronics,4,50,200,33.33333333
210,13-04-2023,CUST210,Male,37,Electronics,4,50,200,-33.33333333
211,01-01-2024,CUST211,Male,42,Beauty,3,500,1500,2900
212,09-06-2023,CUST212,Male,21,Clothing,3,500,1500,650
213,24-07-2023,CUST213,Male,27,Beauty,3,500,1500,-25
214,10-12-2023,CUST214,Male,20,Beauty,2,30,60,0
215,29-11-2023,CUST215,Male,58,Clothing,3,500,1500,5900
216,11-07-2023,CUST216,Male,62,Electronics,2,50,100,0
217,13-08-2023,CUST217,Female,35,Electronics,4,50,200,66.66666667
218,22-09-2023,CUST218,Male,64,Beauty,3,30,90,80
219,20-08-2023,CUST219,Female,53,Electronics,3,30,90,-82
220,03-03-2023,CUST220,Male,64,Beauty,1,500,500,316.6666667
221,07-05-2023,CUST221,Male,39,Beauty,2,300,600,1100
222,26-04-2023,CUST222,Male,51,Clothing,4,30,120,300
223,02-02-2023,CUST223,Female,64,Clothing,1,25,25,-83.33333333
224,23-06-2023,CUST224,Female,25,Clothing,1,50,50,-58.33333333
225,11-01-2023,CUST225,Female,57,Beauty,4,25,100,11.11111111
226,29-10-2023,CUST226,Female,61,Clothing,1,50,50,-50
227,11-10-2023,CUST227,Male,36,Electronics,2,50,100,-50
228,28-04-2023,CUST228,Female,59,Electronics,2,30,60,20
229,29-10-2023,CUST229,Male,58,Beauty,3,30,90,80
230,23-04-2023,CUST230,Male,54,Beauty,1,25,25,-75
231,04-01-2023,CUST231,Female,23,Clothing,3,50,150,-85
232,06-02-2023,CUST232,Female,43,Beauty,1,25,25,-83.33333333
233,29-12-2023,CUST233,Female,51,Beauty,2,300,600,500
234,20-11-2023,CUST234,Female,62,Electronics,2,25,50,-50
235,31-01-2023,CUST235,Female,23,Electronics,2,500,1000,900
236,28-04-2023,CUST236,Female,54,Clothing,1,25,25,-58.33333333
237,04-02-2023,CUST237,Female,50,Beauty,2,500,1000,733.3333333
238,17-01-2023,CUST238,Female,39,Beauty,1,500,500,-75
239,19-06-2023,CUST239,Male,38,Electronics,3,500,1500,5900
240,06-02-2023,CUST240,Female,23,Beauty,1,300,300,900
241,21-09-2023,CUST241,Female,23,Electronics,3,25,75,25
242,02-05-2023,CUST242,Male,21,Clothing,1,25,25,-72.22222222
243,23-05-2023,CUST243,Female,47,Electronics,3,300,900,-55
244,09-12-2023,CUST244,Male,28,Beauty,2,50,100,-91.66666667
245,06-09-2023,CUST245,Male,47,Clothing,3,30,90,-55
246,20-04-2023,CUST246,Female,48,Electronics,2,25,50,-66.66666667
247,04-10-2023,CUST247,Male,41,Electronics,2,30,60,-33.33333333
248,09-03-2023,CUST248,Male,26,Clothing,3,300,900,350
249,20-10-2023,CUST249,Male,20,Clothing,1,50,50,-16.66666667
250,23-10-2023,CUST250,Male,48,Electronics,1,50,50,-50
251,31-08-2023,CUST251,Female,57,Beauty,4,50,200,300
252,05-05-2023,CUST252,Male,54,Electronics,1,300,300,-70
253,31-08-2023,CUST253,Female,53,Clothing,4,500,2000,900
254,28-07-2023,CUST254,Male,41,Electronics,1,500,500,-44.44444444
255,08-04-2023,CUST255,Male,48,Clothing,1,30,30,-97.5
256,18-02-2023,CUST256,Male,23,Clothing,2,500,1000,11.11111111
257,19-02-2023,CUST257,Male,19,Beauty,4,500,2000,7900
258,04-12-2023,CUST258,Female,37,Clothing,1,50,50,-66.66666667
259,09-08-2023,CUST259,Female,45,Clothing,4,50,200,100
260,01-07-2023,CUST260,Male,28,Beauty,2,30,60,-33.33333333
261,05-08-2023,CUST261,Male,21,Clothing,2,25,50,66.66666667
262,30-07-2023,CUST262,Female,32,Beauty,4,30,120,-20
263,28-08-2023,CUST263,Male,23,Beauty,2,30,60,-70
264,28-01-2023,CUST264,Male,47,Clothing,3,300,900,1400
265,11-12-2023,CUST265,Male,55,Clothing,3,300,900,1700
266,01-12-2023,CUST266,Female,19,Electronics,2,30,60,-40
267,27-11-2023,CUST267,Female,32,Beauty,3,30,90,260
268,20-02-2023,CUST268,Female,28,Electronics,1,30,30,-97
269,01-02-2023,CUST269,Male,25,Clothing,4,500,2000,33.33333333
270,26-07-2023,CUST270,Male,43,Electronics,1,300,300,-40
271,23-06-2023,CUST271,Female,62,Beauty,4,30,120,0
272,25-02-2023,CUST272,Female,61,Electronics,2,50,100,-88.88888889
273,08-05-2023,CUST273,Female,22,Beauty,1,50,50,-90
274,09-04-2023,CUST274,Female,23,Clothing,2,500,1000,1900
275,08-04-2023,CUST275,Male,43,Clothing,2,500,1000,3233.333333
276,02-10-2023,CUST276,Female,21,Beauty,4,25,100,-16.66666667
277,18-08-2023,CUST277,Male,36,Clothing,4,25,100,-88.88888889
278,13-03-2023,CUST278,Female,37,Clothing,4,25,100,100
279,05-08-2023,CUST279,Male,50,Clothing,1,500,500,-44.44444444
280,04-04-2023,CUST280,Female,37,Clothing,3,500,1500,400
281,23-05-2023,CUST281,Female,29,Beauty,4,500,2000,1233.333333
282,25-08-2023,CUST282,Female,64,Electronics,4,50,200,166.6666667
283,08-05-2023,CUST283,Female,18,Electronics,1,500,500,566.6666667
284,08-02-2023,CUST284,Male,43,Clothing,4,50,200,-33.33333333
285,15-08-2023,CUST285,Female,31,Electronics,1,25,25,-87.5
286,09-10-2023,CUST286,Male,55,Electronics,2,25,50,100
287,20-02-2023,CUST287,Male,54,Clothing,4,25,100,233.3333333
288,26-01-2023,CUST288,Male,28,Clothing,4,30,120,140
289,30-11-2023,CUST289,Male,53,Electronics,2,30,60,-80
290,04-10-2023,CUST290,Female,30,Beauty,2,300,600,200
291,08-01-2023,CUST291,Male,60,Clothing,2,300,600,700
292,17-02-2023,CUST292,Male,20,Beauty,4,300,1200,33.33333333
293,02-05-2023,CUST293,Male,50,Electronics,3,30,90,260
294,27-03-2023,CUST294,Female,23,Clothing,3,30,90,-82
295,28-07-2023,CUST295,Female,27,Beauty,3,300,900,80
296,06-09-2023,CUST296,Female,22,Clothing,4,300,1200,1233.333333
297,04-09-2023,CUST297,Female,40,Electronics,2,500,1000,233.3333333
298,20-04-2023,CUST298,Male,27,Beauty,4,300,1200,2300
299,25-07-2023,CUST299,Male,61,Electronics,2,500,1000,1900
300,31-01-2023,CUST300,Female,19,Electronics,4,50,200,-80
301,26-03-2023,CUST301,Male,30,Clothing,4,30,120,-76
302,14-07-2023,CUST302,Male,57,Beauty,2,300,600,-33.33333333
303,02-01-2023,CUST303,Male,19,Electronics,3,30,90,-92.5
304,19-07-2023,CUST304,Female,37,Electronics,2,30,60,-70
305,16-05-2023,CUST305,Female,18,Beauty,1,30,30,-95
306,21-08-2023,CUST306,Male,54,Electronics,1,50,50,-16.66666667
307,27-05-2023,CUST307,Female,26,Electronics,2,25,50,-66.66666667
308,05-08-2023,CUST308,Female,34,Beauty,4,300,1200,2300
309,23-12-2023,CUST309,Female,26,Beauty,1,25,25,-95
310,12-10-2023,CUST310,Female,28,Beauty,1,25,25,-95
311,05-12-2023,CUST311,Female,32,Beauty,4,25,100,-93.33333333
312,07-09-2023,CUST312,Male,41,Clothing,4,30,120,-90
313,21-03-2023,CUST313,Female,55,Beauty,3,500,1500,150
314,08-04-2023,CUST314,Male,52,Clothing,4,30,120,20
315,01-06-2023,CUST315,Male,47,Clothing,2,30,60,20
316,22-04-2023,CUST316,Female,48,Clothing,2,25,50,0
317,30-01-2023,CUST317,Male,22,Electronics,3,30,90,-85
318,24-10-2023,CUST318,Male,61,Clothing,1,25,25,-75
319,05-10-2023,CUST319,Male,31,Clothing,1,500,500,733.3333333
320,01-02-2023,CUST320,Female,28,Electronics,4,300,1200,33.33333333
321,10-06-2023,CUST321,Female,26,Electronics,2,25,50,-96.66666667
322,30-01-2023,CUST322,Male,51,Electronics,1,500,500,900
323,26-01-2023,CUST323,Female,29,Beauty,3,300,900,1700
324,27-10-2023,CUST324,Female,52,Electronics,3,50,150,-90
325,02-09-2023,CUST325,Female,52,Electronics,2,25,50,-58.33333333
326,15-09-2023,CUST326,Female,18,Clothing,3,25,75,-93.75
327,29-09-2023,CUST327,Male,57,Electronics,3,50,150,-50
328,22-03-2023,CUST328,Male,39,Beauty,2,50,100,100
329,30-01-2023,CUST329,Female,46,Electronics,4,25,100,-80
330,18-09-2023,CUST330,Female,25,Beauty,4,50,200,0
331,11-02-2023,CUST331,Male,28,Electronics,3,30,90,260
332,06-04-2023,CUST332,Male,58,Electronics,4,300,1200,0
333,05-02-2023,CUST333,Female,54,Electronics,4,300,1200,900
334,01-11-2023,CUST334,Male,31,Electronics,3,300,900,200
335,04-02-2023,CUST335,Female,47,Beauty,4,30,120,-90
336,12-12-2023,CUST336,Female,52,Beauty,3,50,150,-83.33333333
337,01-05-2023,CUST337,Male,38,Clothing,1,500,500,400
338,26-07-2023,CUST338,Male,54,Beauty,2,50,100,-66.66666667
339,03-03-2023,CUST339,Female,22,Electronics,2,25,50,-90
340,19-10-2023,CUST340,Female,36,Clothing,4,300,1200,300
341,07-05-2023,CUST341,Male,31,Clothing,4,50,200,-66.66666667
342,24-10-2023,CUST342,Female,43,Clothing,4,500,2000,3900
343,01-11-2023,CUST343,Male,21,Electronics,2,25,50,-75
344,21-01-2023,CUST344,Female,42,Beauty,1,30,30,-98.5
345,14-11-2023,CUST345,Male,62,Electronics,1,30,30,-70
346,11-02-2023,CUST346,Male,59,Clothing,2,500,1000,1011.111111
347,03-08-2023,CUST347,Male,42,Electronics,1,25,25,-50
348,03-12-2023,CUST348,Female,35,Electronics,2,300,600,1900
349,26-10-2023,CUST349,Female,57,Beauty,1,50,50,-44.44444444
350,17-10-2023,CUST350,Male,25,Beauty,3,25,75,-95
351,25-09-2023,CUST351,Female,56,Clothing,3,30,90,-90
352,11-06-2023,CUST352,Male,57,Electronics,2,500,1000,0
353,14-05-2023,CUST353,Male,31,Electronics,1,500,500,0
354,15-04-2023,CUST354,Female,49,Beauty,4,50,200,233.3333333
355,09-12-2023,CUST355,Female,55,Electronics,1,500,500,1900
356,10-06-2023,CUST356,Male,50,Electronics,3,500,1500,650
357,03-05-2023,CUST357,Female,40,Electronics,3,25,75,0
358,16-05-2023,CUST358,Female,32,Beauty,1,300,300,900
359,22-07-2023,CUST359,Male,50,Clothing,1,50,50,-50
360,09-03-2023,CUST360,Male,42,Clothing,4,25,100,-88.88888889
361,10-12-2023,CUST361,Female,34,Electronics,4,300,1200,1900
362,27-11-2023,CUST362,Male,50,Clothing,1,25,25,-98.33333333
363,03-06-2023,CUST363,Male,64,Beauty,1,25,25,-50
364,23-08-2023,CUST364,Female,19,Beauty,1,500,500,566.6666667
365,11-06-2023,CUST365,Male,31,Clothing,1,300,300,-70
366,07-02-2023,CUST366,Male,57,Clothing,2,50,100,-93.33333333
367,05-01-2023,CUST367,Female,57,Electronics,1,50,50,0
368,23-08-2023,CUST368,Female,56,Clothing,4,300,1200,3900
369,15-11-2023,CUST369,Male,23,Electronics,3,500,1500,4900
370,16-10-2023,CUST370,Male,23,Electronics,2,30,60,-40
371,21-02-2023,CUST371,Female,20,Beauty,1,25,25,-58.33333333
372,07-02-2023,CUST372,Female,24,Beauty,3,500,1500,900
373,03-10-2023,CUST373,Female,25,Beauty,2,300,600,-50
374,20-04-2023,CUST374,Female,59,Beauty,3,25,75,-93.75
375,17-09-2023,CUST375,Male,32,Clothing,1,50,50,-66.66666667
376,16-05-2023,CUST376,Female,64,Beauty,1,30,30,-96.66666667
377,09-03-2023,CUST377,Female,46,Clothing,4,50,200,700
378,28-06-2023,CUST378,Male,50,Beauty,1,300,300,-66.66666667
379,05-02-2023,CUST379,Female,47,Clothing,1,25,25,-87.5
380,06-05-2023,CUST380,Male,56,Electronics,2,300,600,900
381,09-07-2023,CUST381,Female,44,Clothing,4,25,100,100
382,26-05-2023,CUST382,Female,53,Clothing,2,500,1000,11.11111111
383,22-03-2023,CUST383,Female,46,Beauty,3,30,90,-91
384,13-08-2023,CUST384,Male,55,Clothing,1,500,500,150
385,06-10-2023,CUST385,Male,50,Electronics,3,500,1500,4900
386,27-12-2023,CUST386,Female,54,Electronics,2,300,600,500
387,04-06-2023,CUST387,Male,44,Beauty,1,30,30,-94
388,10-11-2023,CUST388,Male,50,Electronics,1,25,25,-87.5
389,01-12-2023,CUST389,Male,21,Clothing,2,25,50,-16.66666667
390,28-09-2023,CUST390,Male,39,Electronics,2,50,100,300
391,05-01-2023,CUST391,Male,19,Beauty,2,25,50,-44.44444444
392,08-12-2023,CUST392,Male,27,Clothing,2,300,600,100
393,11-10-2023,CUST393,Female,22,Beauty,2,500,1000,1233.333333
394,03-06-2023,CUST394,Female,27,Clothing,1,500,500,0
395,06-12-2023,CUST395,Male,50,Electronics,2,500,1000,-33.33333333
396,23-02-2023,CUST396,Female,55,Beauty,1,30,30,20
397,10-03-2023,CUST397,Female,30,Beauty,1,25,25,-83.33333333
398,16-05-2023,CUST398,Female,48,Clothing,2,300,600,-60
399,01-03-2023,CUST399,Female,64,Beauty,2,30,60,-40
400,24-02-2023,CUST400,Male,53,Clothing,4,50,200,566.6666667
401,11-10-2023,CUST401,Female,62,Clothing,1,300,300,-70
402,21-03-2023,CUST402,Female,41,Clothing,2,300,600,-50
403,20-05-2023,CUST403,Male,32,Clothing,2,300,600,700
404,25-05-2023,CUST404,Male,46,Electronics,2,500,1000,0
405,06-11-2023,CUST405,Female,25,Clothing,4,300,1200,-20
406,18-04-2023,CUST406,Female,22,Beauty,4,25,100,100
407,25-06-2023,CUST407,Female,46,Electronics,3,300,900,-55
